"chemin_original","type","classement_audit","statut_git_initial","action_realisee","motif","protection","sha256_original","chemin_archive","sha256_archive","references_entrantes_avant","liens_sortants_avant","informations_a_preserver","revision_source"
"supabase/legacy_migrations_unapplied/20260708123000_golden_likes.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","ef14e9cf88855aa9cd9769d8a1060286dce789e58e570f35ade0408bcf7538ce","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/legacy_migrations_unapplied/20260708143000_artist_filter_roles.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","b3d2ce5ff94832cfe58023f9cc92fe8a1ee7d0dafef666fa595999387eb0120f","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/legacy_migrations_unapplied/20260709153000_owner_preprofile_editing.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","c7b40a58dcc696de4e3b37654ac9b33d762c4577bc3593200ee901440da323ab","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260508101304_remote_schema.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","1b35c77f756a68f80d9b419e6936d4d99f5ef9ebf38117aaa1925dda99f9957f","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260508174330_auth_profile_metadata.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","fccab5b3dcca95af70ba0adac56eb2ab88c37d49e0de20c5d1629aa5502e56ce","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260508194256_profile_visibility_and_username_lookup.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","177e6594749b209e7f6aab9b58170bbee8eed7f04e11255b05f27891e96d87bd","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260526111500_profile_backend_wiring.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","aef392e94e521bf42a449924792491c8155b09d27044e88c45d1e0771cfb2794","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260528123000_rooms_place_invite_workflow.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","a0e3656c3f414146c046919f1add654966f3cadf6b161a584e551927ce7a79e1","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260529133500_rooms_place_mixer_state.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","031fae31494496ff6e2a42b6ccd38ddc4476ba24b2d1ec613ee19b96bea83b78","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260530210500_rooms_own_mixer_gains.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4f08ec54c09e3de77b5cfe84b43f12023908bd496ec6f1a9e7b8316186db67a1","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260531172000_rooms_tools_polls_and_pins.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","561c2489d11da8797eb142e979a00bd7e9c02d0c65cc4ea89be8cb41a21f56a7","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260603123000_rooms_mux_broadcast.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","327f2a3073e7fc322c92c39c17f5915a465adc2cc9a008d05f5b8d091b5ebc55","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260613111500_rooms_chat_moderation_actions.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","71f7f500b769f7e9693606bc8c23216f91bb14b2b51b0e1395d759a898a85ed8","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260715021500_signup_music_scene_profile.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","cc80a5d48e35eaa95a038c7f476b266fe36ebdc824a81b25e47efcdce2250cb7","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260715033000_profile_username_length_guard.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","531b9a2a33215bfd368ad0229dd2e4ec2f89c50a676645c752e4114ee2e14a82","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260716203000_meewav_identity_social_foundation.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4519224575d4ca920e36bb947d017fee6d7ea8e1f4805c42de53d9a60307da40","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260716204000_meewav_grades_analytics_foundation.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","e46777c3e3074a04b1e0a5b302bbca26b39dc1b125ca3820eaa58b66ac41279f","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260716205000_meewav_media_foundation.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5bd009df46736cb5d9917f01d3d8f01290537f8bc1a2f33dbcf979bde8451717","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260716210000_profile_globe_golden_likes_foundation.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","20ec76a0380dc226a0da35b6be9cd640beba59ce879004cd2d81f2aa97e29faa","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260716211000_globe_collaboration_requests.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9ab737f834023614c826933c5b19273955849d890a017d2510ffd8b870c50810","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718183000_meewav_public_write_lockdown.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","1f618839702c918fb26b1a98625ccc66e7e650a37e19bdb0cd0b97a84c6182a2","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718190000_meewav_cross_client_contract_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","c2a279f09fdfc5e1af9d8d48ae1f5da8291b68b5d4cf276601667f2d7860be35","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718191000_meewav_messaging_foundation_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","28d58471b1678e4b4323bee8ab3cb242069592fa1ef5aca2e4368aaa004421b8","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718192000_messaging_collaboration_workflow_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9c8ade1b9f600119854f248784a7572c60dad7865bc5f602f1881c702a5168f3","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718193000_messaging_projects_core_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","d158d2c849814f642a9496a7fcf630d4e7f5699e6c923b4cc22e73541da5d801","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718194000_messaging_attachments_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","682de00d6cee5a1ae9be985ad4cd4011068fc47916b7000f40fb24517d81a282","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718195000_messaging_artist_groups_core_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","47ed32663b18c7eec0655945f3771ad01e1e6b111460c985437e231901d1f8e7","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260718200000_messaging_realtime_broadcast_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","d4c411fd6aa49c0705827fe5ec024858b0c0ea0cc183db6e1aa1d618744fd693","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260719030000_marketplace_catalog_foundation_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","aa6646062a048088d92fb0a89d6252547ee462feb1928eb02db51f32ae12047f","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260719040000_marketplace_catalog_filters_v2.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f882cec4fced32a7a780447a2ac5c8e5ff0c45fb0be25097a6241833eb764bbc","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260719050000_globe_treasure_campaign_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","927642d055649a3f8403b6b3a412459a2b3e93ac09cc19df8b1b81311d23eed4","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260720090000_profile_geographic_rankings_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","cd056ac469753382c779a96991c8abc666d07f834dc92e3161eecfb920cedf1a","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260731120000_shorts_client_collaboration_source.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","c5b083aaa9a2081d35f29a3e40d3a987291279f4b15e952cabf5897b0908633a","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260731121000_golden_like_given_artist_state.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","7c48f1cb232fd477399a61d1f8db6ccda244c60edcd7dcf079493a2a96f74fc3","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260803190000_rooms_live_engagement.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","6c9528482b7de68158b0e078b178a3ed3dc87b70ca78f7030382be6e8e7e52bc","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260803194500_rooms_golden_like_serialization.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","0b509df5c1fe5097c572b7dc4fb3b40fad652ca80b29d641870b35dd070c0677","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260805062000_rooms_rpc_privilege_hardening.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","a622b58fd850e57d748cccdcc9ade8bd7724b8ffc5be97c3c231447b08296a3d","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260808090000_cross_feature_collaboration_sources.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","b50beda9a7abdd3da8fe1297372ecf1d2a1a2c4d89b464a03601cff0d62f3d4b","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260808091000_scene_media_likes.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","820e1f2ebffc3dcc4fded279c868092b9170c0b2cc04a718f3e6cad85b56da09","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260809124500_rooms_host_guest_gain_v3.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","774c40f15ba4fd8d627751dffa97ad596f6f98fe7afae44c0567a5654a9ad390","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260810130000_rooms_audio_engine_pairing.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","bbb28932d346b10121571656e1495a20752fc49b206d6b010e6463f7d7407368","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260810143000_rooms_tools_duration_alignment.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","a28cb2d8b9a7bffe2ebfaaacb40d4d6340966d57535c79cdeaa8b3582d0add21","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260810145000_rooms_public_stage_projection.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","fe2c4d1a4cfb8774697ca68b19520533bd0d2abe21ef2658e6b7e31c0349658f","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260810151000_room_program_layout_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3e846fa049ee84bf47f5c29ae0e266da66479e0fededb4924f6eed6e016780fa","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260810152000_rooms_own_camera_state.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","141d849c3a6821b8dc21b4eb67ccd0bc27da110f3c3396c1c773c7368413b7e3","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260810153000_rooms_program_transition_lock.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4a7a1b7d568f32c4a25c839fd00f7916ec2ce52233fe6e33a3b3dcde2a6bd1c9","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260812130000_messaging_message_actions_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","d05b11a65404e13120c0b478b6c6956a8af8dbbf4b145c63e9bcf9c7a90b5c7e","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260814100000_rooms_host_camera_control.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","00d6e9dd0b53b27fd9abf9862681ae7bd36d9ae10c232b5130718d27fabf00e4","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260814113000_rooms_gift_draws_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","ded2ccbf14dddba938074a845daa98d0df528cceacafc2c6108069c139aef057","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815120000_rooms_host_audio_state_commit_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","09a0c1713f17ebf37cf6e18f2447c36d563125514c55e5d3f9e1dfbb28545e16","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815133000_rooms_end_gift_draw_cleanup_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","eaadc582a425b2f7d2aae5b419fbd480f122e99ba1c4b40abab50b6997b01304","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815142000_profile_certif_endorsements_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","7117c09996e4d60ca91925a808b82ef6a259df88cc83a023063e7c540093a074","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815150000_rooms_livekit_revocation_outbox_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","84f2d4cb2970520314b28ad4f9ff2b46ddcaed5d2b1d577875c47d49e8a834c9","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815153000_rooms_public_audio_channels_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","1b2591b620c06b50aeca0722e45fd8e3a71a16fdd25bb20897920f813a2a26cf","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815154500_rooms_livekit_revocation_scheduler_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5eb653f864abc9e2b46dec58dc55fa3db9d04a747f240198ec18131026a280a1","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815160000_profile_gift_inventory_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","21722b86239d8d78184fdacf69a3ebc827e3a88e7218c27fae4005d0b338eb43","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815171000_rooms_host_public_chat_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","d979f6d838ae5a6b55ca685df22f28d6cc4e937c4959e0c06566a7e95bf35b46","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815180000_rooms_live_call_invitations_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","2eeea4f1b5b677cdceed2f8c5d840271e908545920b6085f76f05fef5a00cc34","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260815181000_rooms_live_call_revocation_scheduler_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","122857d1dba4e3d1e4a88f4683719ee20d0529ab7f9abc09963de88321e46d30","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260817120000_rooms_specialized_audience_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","843faa9f49b9246e1f64068c545c76bf4ffb39bf6b5b2fe32e607aa61e1167b5","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260817123000_rooms_direct_profile_invitation_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","6f52033d89b2307ba2d78e0f4bf68ab88acc84b4698dc426a0d1e75ff12447f7","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260820143000_loge_preview_pcm_peaks_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","77792493daf94beb20b6ea907a01709914d79e84a03f9f122279a3924a061320","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260820150000_loge_preview_private_media_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","45ed33ebcd729c821fb05a7f013642001c41943926b4b2e765cdce2f8a338422","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260821143000_loge_public_choice_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","e9f1df0f63533cfc9840bd43ecc5b25451fb943ef8925566fd729602560753c3","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260821150000_loge_preview_live_media_v2.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3ae16af48719fb1b6dbdc5586bf3c6e158ad8140c381fc5d0c3292b8219f1ed8","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260821170000_rooms_classe_participant_tools_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","65470c88d28b30a6d62a5937375c2f2ae5840e402fc92a784ab7d20f32e1f20e","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260821183000_rooms_scene_tools_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","105c53cf0f9b73e44210cb36863f9a04ce51228340e3c5765dc72ab2a3d214a0","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260821213000_wave_tools_public_verdict_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3014bab0fb7e79ac59ab82c63856e6d50351f017c4f6b9c0ac7deb9b7043b7f9","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260822193000_wave_tools_lifecycle_v2.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5e4d9b2eb383d96f841ec850b45b13690323104134b5baec5dcdacf178da7de4","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260822220000_wave_production_core_v3.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","3cd809c6277e077885ad66aded04aa711411da077d8702c583fda8a260bf98be","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260822224500_wave_asset_pipeline_v4.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","bc248407d86813f91e4f12c0ca668e482c08fb1832b3b7d532023d04c48c6f03","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260822232000_rooms_wave_livekit_host_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","88e4a3ddc902b63fd6faa4ee27c41add04e7a2017840e619e1323f2e515541c6","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260822233000_wave_production_runtime_v5.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","572a7db33a8d2d0e3a7206b53b71faef9bd79b38c55d097d63be16b4a4d6999a","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/migrations/20260904120000_rooms_classe_resources_v1.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5399e64448211802746d82fb4cbf9547a52dac05a80f1c4a6f0959cc451219de","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
